HELP_ID	CODE	UMASK	OTHER	COMMON	WEIGHT	COUNTER	NAME	DESCRIPTION	HELP_FILE	OVERFLOW	SAV_LOWER_LIMIT	DEFAULT	CALIBRATION	PRECISE_EVENT	EM TRIGGER
49672	0xC2	0x08	0x53	0xC01	0	0,1	UOPS_RETIRED.NON_FUSED	Non-fused micro-ops retired.	pmm.chm	1000000	0	0	1	0	0
49671	0xC2	0x07	0x53	0xC01	0	0,1	UOPS_RETIRED.FUSED	Fused micro-ops retired.	pmm.chm	1000000	0	0	1	0	0
49679	0xC2	0x0F	0x53	0x80D	0	0,1	UOPS_RETIRED.ANY	Micro-ops retired.	pmm.chm	2000000	0	0	1	0	0
49921	0xC3	0x01	0x53	0x800209	0	0,1	MACHINE_NUKES.SMC	Self-Modifying Code detected.	pmm.chm	10000	0	0	1	0	0
49924	0xC3	0x04	0x53	0x800201	0	0,1	MACHINE_NUKES.MEM_ORDER	Execution pipeline restart due to memory ordering conflict or memory disambiguation misprediction.	pmm.chm	10000	0	0	1	0	0
50176	0xC4	0x00	0x53	0x441	0	0,1	BR_INST_RETIRED.ANY	Retired branch instructions.	pmm.chm	1000000	0	0	1	0	0
50177	0xC4	0x01	0x53	0x41	0	0,1	BR_INST_RETIRED.PRED_NOT_TAKEN	Retired branch instructions that were predicted not-taken.	pmm.chm	1000000	0	0	1	0	0
50178	0xC4	0x02	0x53	0x41	0	0,1	BR_INST_RETIRED.MISPRED_NOT_TAKEN	Retired branch instructions that were mispredicted not-taken.	pmm.chm	100000	0	0	1	0	0
50180	0xC4	0x04	0x53	0x41	0	0,1	BR_INST_RETIRED.PRED_TAKEN	Retired branch instructions that were predicted taken.	pmm.chm	1000000	0	0	1	0	0
50184	0xC4	0x08	0x53	0x41	0	0,1	BR_INST_RETIRED.MISPRED_TAKEN	Retired branch instructions that were mispredicted taken.	pmm.chm	100000	0	0	1	0	0
50188	0xC4	0x0C	0x53	0x41	0	0,1	BR_INST_RETIRED.TAKEN	Retired taken branch instructions.	pmm.chm	1000000	0	0	1	0	0
50432	0xC5	0x00	0x53	0x40004D	0	0,1	BR_INST_RETIRED.MISPRED	Retired mispredicted branch instructions (precise event).	pmm.chm	100000	0	0	1	1	0
50689	0xC6	0x01	0x53	0x1	0	0,1	CYCLES_INT_MASKED	Cycles during which interrupts are disabled.	pmm.chm	5000	0	0	1	0	0
50690	0xC6	0x02	0x53	0x1	0	0,1	CYCLES_INT_PENDING_AND_MASKED	Cycles during which interrupts are pending and disabled.	pmm.chm	5000	0	0	1	0	0
50945	0xC7	0x01	0x53	0x501	0	0,1	SIMD_INST_RETIRED.PACKED_SINGLE	Retired Streaming SIMD Extensions (SSE) packed-single instructions.	pmm.chm	1000000	0	0	1	0	0
50946	0xC7	0x02	0x53	0x501	0	0,1	SIMD_INST_RETIRED.SCALAR_SINGLE	Retired Streaming SIMD Extensions (SSE) scalar-single instructions.	pmm.chm	1000000	0	0	1	0	0
50948	0xC7	0x04	0x53	0x501	0	0,1	SIMD_INST_RETIRED.PACKED_DOUBLE	Retired Streaming SIMD Extensions 2 (SSE2) packed-double instructions.	pmm.chm	1000000	0	0	1	0	0
50952	0xC7	0x08	0x53	0x501	0	0,1	SIMD_INST_RETIRED.SCALAR_DOUBLE	Retired Streaming SIMD Extensions 2 (SSE2) scalar-double instructions.	pmm.chm	1000000	0	0	1	0	0
50960	0xC7	0x10	0x53	0x501	0	0,1	SIMD_INST_RETIRED.VECTOR	Retired Streaming SIMD Extensions 2 (SSE2) vector integer instructions.	pmm.chm	1000000	0	0	1	0	0
50975	0xC7	0x1F	0x53	0x400501	0	0,1	SIMD_INST_RETIRED.ANY	Retired Streaming SIMD instructions (precise event).	pmm.chm	1000000	0	0	1	1	0
51200	0xC8	0x00	0x53	0x1	0	0,1	HW_INT_RCV	Hardware interrupts received.	pmm.chm	5000	0	0	1	0	0
51456	0xC9	0x00	0x53	0x8019	0	0,1	ITLB_MISS_RETIRED	Retired instructions that missed the ITLB.	pmm.chm	10000	0	0	1	0	0
51713	0xCA	0x01	0x53	0x501	0	0,1	SIMD_COMP_INST_RETIRED.PACKED_SINGLE	Retired computational Streaming SIMD Extensions (SSE) packed-single instructions.	pmm.chm	1000000	0	0	1	0	0
51714	0xCA	0x02	0x53	0x501	0	0,1	SIMD_COMP_INST_RETIRED.SCALAR_SINGLE	Retired computational Streaming SIMD Extensions (SSE) scalar-single instructions.	pmm.chm	1000000	0	0	1	0	0
51716	0xCA	0x04	0x53	0x501	0	0,1	SIMD_COMP_INST_RETIRED.PACKED_DOUBLE	Retired computational Streaming SIMD Extensions 2 (SSE2) packed-double instructions.	pmm.chm	1000000	0	0	1	0	0
51720	0xCA	0x08	0x53	0x501	0	0,1	SIMD_COMP_INST_RETIRED.SCALAR_DOUBLE	Retired computational Streaming SIMD Extensions 2 (SSE2) scalar-double instructions.	pmm.chm	1000000	0	0	1	0	0
51969	0xCB	0x01	0x53	0xC01001	0	0	MEM_LOAD_RETIRED.L1D_MISS	Retired loads that miss the L1 data cache (precise event).	pmm.chm	100000	0	0	1	1	0
51970	0xCB	0x02	0x53	0xC01001	0	0	MEM_LOAD_RETIRED.L1D_LINE_MISS	L1 data cache line missed by retired loads (precise event).	pmm.chm	100000	0	0	1	1	0
51972	0xCB	0x04	0x53	0xC02001	0	0	MEM_LOAD_RETIRED.L2_MISS	Retired loads that miss the L2 cache (precise event).	pmm.chm	100000	0	0	1	1	0
51976	0xCB	0x08	0x53	0xC02001	0	0	MEM_LOAD_RETIRED.L2_LINE_MISS	L2 cache line missed by retired loads (precise event).	pmm.chm	100000	0	0	1	1	0
51984	0xCB	0x10	0x53	0xC09001	0	0	MEM_LOAD_RETIRED.DTLB_MISS	Retired loads that miss the DTLB (precise event).	pmm.chm	10000	0	0	1	1	0
52226	0xCC	0x02	0x53	0x181	0	0,1	FP_MMX_TRANS.TO_FP	Transitions from MMX (TM) Instructions to Floating Point Instructions.	pmm.chm	10000	0	0	1	0	0
52225	0xCC	0x01	0x53	0x181	0	0,1	FP_MMX_TRANS.TO_MMX	Transitions from Floating Point to MMX (TM) Instructions.	pmm.chm	10000	0	0	1	0	0
52480	0xCD	0x00	0x53	0x101	0	0,1	SIMD_ASSIST	SIMD assists invoked.	pmm.chm	5000	0	0	1	0	0
52736	0xCE	0x00	0x53	0x501	0	0,1	SIMD_INSTR_RETIRED	SIMD Instructions retired.	pmm.chm	1000000	0	0	1	0	0
52992	0xCF	0x00	0x53	0x501	0	0,1	SIMD_SAT_INSTR_RETIRED	Saturated arithmetic instructions retired.	pmm.chm	1000000	0	0	1	0	0
53761	0xD2	0x01	0x53	0x800221	0	0,1	RAT_STALLS.ROB_READ_PORT	ROB read port stalls cycles.	pmm.chm	1000000	0	0	1	0	0
53762	0xD2	0x02	0x53	0x800209	0	0,1	RAT_STALLS.PARTIAL_CYCLES	Partial register stall cycles.	pmm.chm	1000000	0	0	1	0	0
53764	0xD2	0x04	0x53	0x800209	0	0,1	RAT_STALLS.FLAGS	Flag stall cycles.	pmm.chm	1000000	0	0	1	0	0
53768	0xD2	0x08	0x53	0x800201	0	0,1	RAT_STALLS.FPSW	FPU status word stall.	pmm.chm	10000	0	0	1	0	0
53775	0xD2	0x0F	0x53	0x800201	0	0,1	RAT_STALLS.ANY	All RAT stall cycles.	pmm.chm	1000000	0	0	1	0	0
54273	0xD4	0x01	0x53	0x1	0	0,1	SEG_RENAME_STALLS.ES	Segment rename stalls - ES	pmm.chm	5000	0	0	1	0	0
54274	0xD4	0x02	0x53	0x1	0	0,1	SEG_RENAME_STALLS.DS	Segment rename stalls - DS	pmm.chm	5000	0	0	1	0	0
54276	0xD4	0x04	0x53	0x1	0	0,1	SEG_RENAME_STALLS.FS	Segment rename stalls - FS	pmm.chm	5000	0	0	1	0	0
54280	0xD4	0x08	0x53	0x1	0	0,1	SEG_RENAME_STALLS.GS	Segment rename stalls - GS	pmm.chm	5000	0	0	1	0	0
54287	0xD4	0x0F	0x53	0x1	0	0,1	SEG_RENAME_STALLS.ANY	Any (ES/DS/FS/GS) segment rename stall.	pmm.chm	5000	0	0	1	0	0
54529	0xD5	0x01	0x53	0x1	0	0,1	SEG_REG_RENAMES.ES	Segment renames - ES	pmm.chm	5000	0	0	1	0	0
54530	0xD5	0x02	0x53	0x1	0	0,1	SEG_REG_RENAMES.DS	Segment renames - DS	pmm.chm	5000	0	0	1	0	0
54532	0xD5	0x04	0x53	0x1	0	0,1	SEG_REG_RENAMES.FS	Segment renames - FS	pmm.chm	5000	0	0	1	0	0
54536	0xD5	0x08	0x53	0x1	0	0,1	SEG_REG_RENAMES.GS	Segment renames - GS	pmm.chm	5000	0	0	1	0	0
54543	0xD5	0x0F	0x53	0x1	0	0,1	SEG_REG_RENAMES.ANY	Any (ES/DS/FS/GS) segment rename	pmm.chm	5000	0	0	1	0	0
56321	0xDC	0x01	0x53	0x800029	0	0,1	RESOURCE_STALLS.ROB_FULL	Cycles during which the ROB is full.	pmm.chm	1000000	0	0	1	0	0
56322	0xDC	0x02	0x53	0x800229	0	0,1	RESOURCE_STALLS.RS_FULL	Cycles during which the RS is full.	pmm.chm	1000000	0	0	1	0	0
56324	0xDC	0x04	0x53	0x801029	0	0,1	RESOURCE_STALLS.LD_ST	Cycles during which the pipeline has exceeded load or store limit or waiting to commit all stores.	pmm.chm	100000	0	0	1	0	0
56328	0xDC	0x08	0x53	0x800289	0	0,1	RESOURCE_STALLS.FPCW	Cycles stalled due to FPU control word write.	pmm.chm	100000	0	0	1	0	0
56336	0xDC	0x10	0x53	0x80024F	0	0,1	RESOURCE_STALLS.BR_MISS_CLEAR	Cycles stalled due to branch misprediction.	pmm.chm	100000	0	0	1	0	0
56351	0xDC	0x1F	0x53	0x800209	0	0,1	RESOURCE_STALLS.ANY	Resource related stalls.	pmm.chm	100000	0	0	1	0	0
57344	0xE0	0x00	0x53	0x61	0	0,1	BR_INST_DECODED	Branch instructions decoded	pmm.chm	1000000	0	0	1	0	0
58368	0xE4	0x00	0x53	0x41	0	0,1	BOGUS_BR	Bogus branches	pmm.chm	5000	0	0	1	0	0
58880	0xE6	0x00	0x53	0x49	0	0,1	BACLEARS	BACLEARS asserted.	pmm.chm	100000	0	0	1	0	0
61440	0xF0	0x00	0x53	0x40001	0	0,1	PREF_RQSTS_UP	Upward prefetches issued from the DPL.	pmm.chm	100000	0	0	1	0	0
63488	0xF8	0x00	0x53	0x40001	0	0,1	PREF_RQSTS_DN	Downward prefetches issued from the DPL.	pmm.chm	100000	0	0	1	0	0
80896	0x3C	0x00	0x2D3	0x20001	0	0,1	CPU_CLK_UNHALTED.TOTAL_CYCLES	Total number of core cycles.	pmm.chm	2000000	0	0	1	0	0
172032	0xA0	0x00	0x1D3	0xA01	0	0,1	RS_UOPS_DISPATCHED.CYCLES_NONE	Cycles in which no micro-op is dispatched for execution.	pmm.chm	2000000	0	0	1	0	0
237568	0xA0	0x00	0x153	0xA01	0	0,1	RS_UOPS_DISPATCHED.CYCLES_ANY	Cycles in which some micro-op is dispatched for execution.	pmm.chm	2000000	0	0	1	0	0
180751	0xC2	0x0F	0x1D3	0x801	0	0,1	UOPS_RETIRED.CYCLES_NONE	Cycles in which no micro-op retired.	pmm.chm	2000000	0	0	1	0	0
315906	0xD2	0x02	0x157	0x800201	0	0,1	RAT_STALLS.PARTIAL_COUNT	Partial register stall events.	pmm.chm	1000000	0	0	1	0	0
315908	0xD2	0x04	0x157	0x800201	0	0,1	RAT_STALLS.FLAGS_COUNT	Flag stall events.	pmm.chm	1000000	0	0	1	0	0
